                          R0000100    HIN_Endorsed0321   ROCU_Endorsed0321  DRSEE_Endorsed0308            NMI_B18
nbr.na       1271.00000000000000    694.0000000000000  1859.0000000000000  1039.0000000000000    0.00000000000000
min             0.00000000000000      1.0000000000000     1.0000000000000     1.0000000000000    0.00000000000000
max             1.00000000000000     20.0000000000000    20.0000000000000     5.0000000000000    1.00000000000000
range           1.00000000000000     19.0000000000000    19.0000000000000     4.0000000000000    1.00000000000000
sum           537.00000000000000 102800.0000000000000 89208.0000000000000 29125.0000000000000 4381.00000000000000
median          0.00000000000000     12.0000000000000    12.0000000000000     4.0000000000000    0.00000000000000
mean            0.06983094928479     12.4349824603847    12.5609687411997     3.6764705882353    0.48889632853476
SE.mean         0.00290649771002      0.0320499766308     0.0380897245717     0.0123415983924    0.00528091142702
CI.mean.0.95    0.00569752770727      0.0628259992947     0.0746672153237     0.0241927851183    0.01035179457504
var             0.06496303553571      8.4918706838201    10.3037741916717     1.2066398330573    0.24990459650549
std.dev         0.25487847209152      2.9140814476984     3.2099492506380     1.0984715895540    0.49990458740193
coef.var        3.64993566179481      0.2343454409350     0.2555494975566     0.2987842723587    1.02251655049274
                            CC1Y                HT97                 HHNW97             SSAS97             THAS97
nbr.val      7799.00000000000000 7861.00000000000000        6608.0000000000 8848.0000000000000 8846.0000000000000
nbr.null     5538.00000000000000 7426.00000000000000           3.0000000000 6665.0000000000000 7000.0000000000000
nbr.na       1162.00000000000000 1100.00000000000000        2353.0000000000  113.0000000000000  115.0000000000000
min             0.00000000000000    0.00000000000000     -935251.0000000000    0.0000000000000    0.0000000000000
max             1.00000000000000    1.00000000000000      600000.0000000000   30.0000000000000   99.0000000000000
range           1.00000000000000    1.00000000000000     1535251.0000000000   30.0000000000000   99.0000000000000
sum          2261.00000000000000  435.00000000000000   595284177.0000000000 4148.0000000000000 8661.0000000000000
median          0.00000000000000    0.00000000000000       34500.0000000000    0.0000000000000    0.0000000000000
mean            0.28990896268752    0.05533647118687       90085.3778753027    0.4688065099458    0.9790865928103
SE.mean         0.00513802509507    0.00257889126776        1688.0688880621    0.0138978164879    0.0556379444513
CI.mean.0.95    0.01007190744256    0.00505531247250        3309.1604414447    0.0272429468994    0.1090632916682
var             0.20588815534285    0.05228099682363 18830001980.1318969727    1.7089850341070   27.3835083120034
std.dev         0.45374900037669    0.22865038120158      137222.4543583589    1.3072815435502    5.2329254066921
coef.var        1.56514305791146    4.13200148649566           1.5232489178    2.7885311227899    5.3447013217409
                         PFAS97               LFS97              ABFS97              RTGAS97              RDFAS97
nbr.val      8849.0000000000000  8798.0000000000000  8664.0000000000000  8942.00000000000000  8920.00000000000000
nbr.null     7290.0000000000000  5334.0000000000000  1677.0000000000000     0.00000000000000     0.00000000000000
nbr.na        112.0000000000000   163.0000000000000   297.0000000000000    19.00000000000000    41.00000000000000
min             0.0000000000000     0.0000000000000     0.0000000000000     1.00000000000000     1.00000000000000
max            50.0000000000000    99.0000000000000   200.0000000000000     4.00000000000000     4.00000000000000
range          50.0000000000000    99.0000000000000   200.0000000000000     3.00000000000000     3.00000000000000
sum          3547.0000000000000 21061.0000000000000 42357.0000000000000 26959.00000000000000 25107.00000000000000
median          0.0000000000000     0.0000000000000     3.0000000000000     3.00000000000000     3.00000000000000
mean            0.4008362526839     2.3938395089793     4.8888504155125     3.01487363006039     2.81468609865471
SE.mean         0.0181453499424     0.0739376247689     0.0816042074235     0.00658898154127     0.00828329549369
CI.mean.0.95    0.0355690980476     0.1449350229732     0.1599636570584     0.01291591497018     0.01623716432172
var             2.9135662083782    48.0966631921549    57.6957131421146     0.38821404845118     0.61202781938292
std.dev         1.7069171650605     6.9351757866802     7.5957694239698     0.62306825344514     0.78232206883285
coef.var        4.2583901870934     2.8970930426481     1.5536923363145     0.20666479922499     0.27794291846852
                          PPSM97              PPDR97              PPIG97              PPID97              PPHS97
nbr.val       8849.0000000000000  8777.0000000000000  8790.0000000000000  8736.0000000000000  3943.0000000000000
nbr.null         0.0000000000000     0.0000000000000     0.0000000000000     0.0000000000000     0.0000000000000
nbr.na         112.0000000000000   184.0000000000000   171.0000000000000   225.0000000000000  5018.0000000000000
min              1.0000000000000     1.0000000000000     1.0000000000000     1.0000000000000     1.0000000000000
max              5.0000000000000     5.0000000000000     5.0000000000000     5.0000000000000     5.0000000000000
range            4.0000000000000     4.0000000000000     4.0000000000000     4.0000000000000     4.0000000000000
sum          23103.0000000000000 18729.0000000000000 14020.0000000000000 20148.0000000000000 11377.0000000000000
median           3.0000000000000     2.0000000000000     1.0000000000000     2.0000000000000     3.0000000000000
mean             2.6108034806193     2.1338726216247     1.5949943117179     2.3063186813187     2.8853664722293
SE.mean          0.0136393804084     0.0132953148122     0.0104621979597     0.0140101687919     0.0203489770835
CI.mean.0.95     0.0267363517704     0.0260619325854     0.0205083554727     0.0274632316813     0.0398955117915
var              1.6462033439481     1.5514698803089     0.9621321822409     1.7147442711839     1.6327208638883
std.dev          1.2830445603907     1.2455801380517     0.9808833683170     1.3094824440151     1.2777796617134
coef.var         0.4914366668786     0.5837181307961     0.6149760918336     0.5677803569047     0.4428483085291
                        NMI_A18             NA_A18             ROCU_02           DRSEE_02 Classification
nbr.val       8961.000000000000 8961.0000000000000 7845.00000000000000 7870.0000000000000             NA
nbr.null      8051.000000000000 6540.0000000000000 3085.00000000000000 4577.0000000000000             NA
nbr.na           0.000000000000    0.0000000000000 1116.00000000000000 1091.0000000000000             NA
min              0.000000000000    0.0000000000000    0.00000000000000    0.0000000000000             NA
max            195.000000000000   68.0000000000000    1.00000000000000    1.0000000000000             NA
range          195.000000000000   68.0000000000000    1.00000000000000    1.0000000000000             NA
sum          26051.000000000000 7736.0000000000000 4760.00000000000000 3293.0000000000000             NA
median           0.000000000000    0.0000000000000    1.00000000000000    0.0000000000000             NA
mean             2.907153219507    0.8632965070863    0.60675589547482    0.4184243964422             NA
SE.mean          0.158837656770    0.0292878605441    0.00551530228121    0.0055609861899             NA
CI.mean.0.95     0.311358146485    0.0574109072052    0.01081146208817    0.0109010093774             NA
var            226.080664227526    7.6865556050425    0.23863359734062    0.2433763454716             NA
std.dev         15.035978991324    2.7724638149203    0.48850137905703    0.4933318816695             NA
coef.var         5.172062789960    3.2114850369055    0.80510363838286    1.1790227478710             NA

   1    2    3    4 
7356 1321  175  109 
