                          R0000100    HIN_Endorsed0321   ROCU_Endorsed0321  DRSEE_Endorsed0308            NMI_B18
median           0.000000000000    0.0000000000000    1.00000000000000    0.00000000000000    0.00000000000000             NA
mean             2.907153219507    0.8632965070863    0.60261131570137    0.41156120968642    0.14406874232787             NA
SE.mean          0.158837656770    0.0292878605441    0.00516978383911    0.00519892867965    0.00370979849719             NA
CI.mean.0.95     0.311358146485    0.0574109072052    0.01013395907873    0.01019108963401    0.00727205379003             NA
var            226.080664227526    7.6865556050425    0.23949764455498    0.24220560922729    0.12332670241682             NA
std.dev         15.035978991324    2.7724638149203    0.48938496559966    0.49214389077513    0.35117901762039             NA
coef.var         5.172062789960    3.2114850369055    0.81210716235898    1.19579756107266    2.43757953283990             NA

   1    2    3    4 
7356 1321  175  109 
